supplier,item_code,item_description,retail_sales,retail_transfers,warehouse_sales,date,cpi,unemployment_rate,fuel_price,competitor_price,customer_rating,lag_sales_1,rolling_mean_sales_7,item_type_DUNNAGE,item_type_KEGS,item_type_LIQUOR,item_type_NON-ALCOHOL,item_type_REF,item_type_STR_SUPPLIES,item_type_WINE,brand_Budweiser,brand_Corona,brand_Generic Brand,brand_Jack Daniel's,brand_Smirnoff,brand_Sutter Home,region_North,region_South,region_West,payment_method_Credit Card,payment_method_Online,weather_Rainy,weather_Sunny
LEGENDS LTD,63165,WILD BASIN VARIETY PACK 2/12 CANS,0.0,0.0,79.5,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,4.7,18.0,48.75,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
"THE COUNTRY VINTNER, LLC DBA WINEBOW",311500,WILD HILLS P/NOIR - 750ML,0.0,0.0,10.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.0,3.8,11.0,10.5,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
"THE COUNTRY VINTNER, LLC DBA WINEBOW",311500,WILD HILLS P/NOIR - 750ML,0.0,0.0,4.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,4.0,10.0,8.333333333333334,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False
"THE COUNTRY VINTNER, LLC DBA WINEBOW",349596,WILD HILLS PINOT GRIS - 750ML,0.0,0.0,1.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,4.9,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
CONSTELLATION BRANDS,24333,WILD HORSE P/NOIR - 750ML,2.37,0.0,0.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,2.4812022204271487,3.8,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False
ROBERT OATLEY VINEYARDS INC,328181,WILD OATS CHARD - 750ML,0.0,0.0,2.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,4.4,1.0,1.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
ROBERT OATLEY VINEYARDS INC,328183,WILD OATS SHZ - 750ML,0.0,0.0,1.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,4.7,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
CAMPARI AMERICA LLC,12530,WILD TURKEY 101 - 1L,0.16,0.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.16286403773652933,4.6,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
CAMPARI AMERICA LLC,10278,WILD TURKEY 101 - 200ML,0.73,0.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.7340736523861889,4.7,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
CAMPARI AMERICA LLC,12572,WILD TURKEY 101 - 375ML,1.6,0.0,0.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,1.658989523415494,4.2,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
CAMPARI AMERICA LLC,12572,WILD TURKEY 101 - 375ML,1.36,2.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,1.2932261827340743,4.9,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
CAMPARI AMERICA LLC,12572,WILD TURKEY 101 - 375ML,1.6,1.0,0.0,2020-09-01,104.67309393453672,5.066327815175181,3.2078787595436165,1.5280622448832624,4.8,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
CAMPARI AMERICA LLC,42518,WILD TURKEY 101 - 50ML,0.51,0.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.5329434133299367,3.9,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
CAMPARI AMERICA LLC,12548,WILD TURKEY 101 - 750ML,38.62,39.67,0.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,38.958196670624794,4.8,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
CAMPARI AMERICA LLC,12548,WILD TURKEY 101 - 750ML,30.45,36.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,31.016896914836206,4.7,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
CAMPARI AMERICA LLC,12548,WILD TURKEY 101 - 750ML,32.22,28.0,0.0,2020-09-01,104.67309393453672,5.066327815175181,3.2078787595436165,30.63737853114997,4.7,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
CAMPARI AMERICA LLC,11231,WILD TURKEY 101P - 1.75L,45.68,45.0,0.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,45.20342238540484,4.6,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
CAMPARI AMERICA LLC,11231,WILD TURKEY 101P - 1.75L,29.58,35.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,30.07468320417992,4.2,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
CAMPARI AMERICA LLC,11525,WILD TURKEY 81 - 1.75L,42.4,36.0,0.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,40.7926809819425,3.7,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
CAMPARI AMERICA LLC,11525,WILD TURKEY 81 - 1.75L,27.03,35.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,28.298340577720676,3.8,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
CAMPARI AMERICA LLC,12556,WILD TURKEY 81 - 750ML,38.32,42.0,0.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,37.713592874720554,4.6,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
CAMPARI AMERICA LLC,12556,WILD TURKEY 81 - 750ML,24.29,18.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,23.93619698967834,4.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
CAMPARI AMERICA LLC,12556,WILD TURKEY 81 - 750ML,26.35,24.0,0.0,2020-09-01,104.67309393453672,5.066327815175181,3.2078787595436165,26.602926592684597,3.9,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
CAMPARI AMERICA LLC,70060,WILD TURKEY AMERICAN HONEY LIQ - 1.75L,3.51,7.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,3.403105625686484,4.5,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
CAMPARI AMERICA LLC,47939,WILD TURKEY AMERICAN HONEY LIQ - 50ML,0.34,0.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.35581501608080485,4.5,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
CAMPARI AMERICA LLC,50229,WILD TURKEY AMERICAN HONEY LIQ - 750ML,11.29,12.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,11.125597789125166,4.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
CAMPARI AMERICA LLC,10272,WILD TURKEY AMERICAN HONEY STING - 750ML,0.32,0.0,0.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.31908066494200593,4.8,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True
CAMPARI AMERICA LLC,10272,WILD TURKEY AMERICAN HONEY STING - 750ML,0.08,1.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.07810008144868588,3.6,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
CAMPARI AMERICA LLC,71854,WILD TURKEY KENTUCKY SPIRIT - 750ML,2.18,1.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,2.1865834265990904,3.7,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
CAMPARI AMERICA LLC,166455,WILD TURKEY LONGBRANCH - 750ML,14.54,11.0,0.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,14.565282334232037,4.3,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
CAMPARI AMERICA LLC,166455,WILD TURKEY LONGBRANCH - 750ML,11.03,8.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,10.617776513840965,4.2,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
CAMPARI AMERICA LLC,166455,WILD TURKEY LONGBRANCH - 750ML,17.47,17.0,0.0,2020-09-01,104.67309393453672,5.066327815175181,3.2078787595436165,17.74414908074128,4.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
CAMPARI AMERICA LLC,242049,WILD TURKEY MASTER'S KEEP CORNERSTONE - 750ML,1.18,0.0,0.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,1.1597225574192163,4.1,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True
CAMPARI AMERICA LLC,12947,WILD TURKEY RARE BREED - 750ML,33.4,30.0,0.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,33.84806687724675,3.9,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
CAMPARI AMERICA LLC,12947,WILD TURKEY RARE BREED - 750ML,22.9,21.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,22.634768713794585,4.7,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
CAMPARI AMERICA LLC,47701,WILD TURKEY RYE 81 - 750ML,0.32,0.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.3257607646846328,4.7,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
PRESTIGE BEVERAGE GROUP OF MD LLC,238476,WILDERNESS TRAIL STRAIGHT RYE WHISKEY - 750ML,0.48,2.0,0.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.47653073524527695,4.5,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
PRESTIGE BEVERAGE GROUP OF MD LLC,238476,WILDERNESS TRAIL STRAIGHT RYE WHISKEY - 750ML,0.48,0.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.4584729700591661,3.6,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
"THE COUNTRY VINTNER, LLC DBA WINEBOW",323934,WILHELM WALCH PRENDO P/GRIGIO - 750ML,0.0,0.0,7.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.0,4.3,12.0,9.5,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,True
"THE COUNTRY VINTNER, LLC DBA WINEBOW",323934,WILHELM WALCH PRENDO P/GRIGIO - 750ML,0.0,0.0,11.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,4.9,7.0,10.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
REPUBLIC NATIONAL DISTRIBUTING CO,235638,WILLAKENZIE EST ROSE - 750ML,0.0,0.0,-1.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.0,3.5,1.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
REPUBLIC NATIONAL DISTRIBUTING CO,333269,WILLAKENZIE GISELE P/NOIR - 750ML,0.0,0.0,2.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.0,4.4,1.0,1.5,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
REPUBLIC NATIONAL DISTRIBUTING CO,333269,WILLAKENZIE GISELE P/NOIR - 750ML,0.0,0.0,1.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,4.1,2.0,1.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
REPUBLIC NATIONAL DISTRIBUTING CO,335253,WILLAKENZIE P/GRIS - 750ML,0.33,0.0,1.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.32479008191119885,5.0,0.0,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
REPUBLIC NATIONAL DISTRIBUTING CO,335253,WILLAKENZIE P/GRIS - 750ML,0.16,0.0,3.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.15335645271644635,4.5,1.0,1.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False
RELIABLE CHURCHILL LLLP,43958,WILLAMETTE VLY P/GRIS - 750ML,0.08,0.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.08397014458687874,3.8,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True
RELIABLE CHURCHILL LLLP,403709,WILLAMETTE VLY W/CLUSTER P/NOIR - 750ML,0.0,0.0,1.0,2020-09-01,104.67309393453672,5.066327815175181,3.2078787595436165,0.0,4.5,3.0,2.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
RELIABLE CHURCHILL LLLP,16225,WILLEMETTE VLY W/CLSTER P/NOIR - 750ML,0.82,0.0,0.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.8345564542542342,4.6,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False
RELIABLE CHURCHILL LLLP,16225,WILLEMETTE VLY W/CLSTER P/NOIR - 750ML,0.4,0.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.3844119200195088,3.7,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,True
RELIABLE CHURCHILL LLLP,16225,WILLEMETTE VLY W/CLSTER P/NOIR - 750ML,0.81,2.0,0.0,2020-09-01,104.67309393453672,5.066327815175181,3.2078787595436165,0.7900721331932873,3.6,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
PRESTIGE BEVERAGE GROUP OF MD LLC,41974,WILLETT FAM EST 4YR SMALL BATCH STRAIGHT RYE WHISKEY - 750ML,4.42,0.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,4.321274674473574,4.4,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
PRESTIGE BEVERAGE GROUP OF MD LLC,48217,WILLETT FAMILY POT RES 94 - 1.75L,5.29,7.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,5.10639638014965,3.5,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
SALVETO IMPORTS LLC,238586,WILLFUL WILLAMETTE VLY P/NOIR - 750ML,0.0,0.0,1.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,4.5,5.0,3.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
SOUTHERN GLAZERS WINE AND SPIRITS,339453,WILLIAM FEVRE DOM CHAB - 750ML,0.0,0.0,1.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,4.6,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True
PRESTIGE BEVERAGE GROUP OF MD LLC,311144,WILLIAM WOLF PECAN BOURBON - 750ML,0.17,0.0,0.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.17368400529213457,4.8,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
PRESTIGE BEVERAGE GROUP OF MD LLC,311144,WILLIAM WOLF PECAN BOURBON - 750ML,1.5,2.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,1.4430280853263422,3.8,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
RELIABLE CHURCHILL LLLP,40953,WILLIAMETTE VLY P/NOIR - 750ML,2.44,2.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,2.462041402464926,3.9,1.0,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
MONSIEUR TOUTON SELECTION,172022,WILLM CREMANT BDN - 750ML,0.0,0.0,2.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,4.4,1.0,1.5,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,False
MONSIEUR TOUTON SELECTION,42813,WILLM CREMANT D'ALSACE ROSE - 750ML,2.4,2.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,2.4248924891064774,4.8,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
MONSIEUR TOUTON SELECTION,42815,WILLM P/GRIS - 750ML,0.24,0.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.23745695279424375,3.7,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True
MONSIEUR TOUTON SELECTION,62898,WILLM RES GEW - 750ML,1.4,1.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,1.3394266384245612,4.1,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
MONSIEUR TOUTON SELECTION,62901,WILLM RES RIES - 750ML,0.83,1.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.8667948803518658,3.8,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True
MONSIEUR TOUTON SELECTION,305507,WILLM RIES - 375ML,0.0,0.0,1.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,4.5,-1.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False
KYSELA PERE ET FILS LTD,328725,WIMMER GRUNER VELTLINER - 750ML,0.32,1.0,0.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.3285317863735392,4.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
SAZERAC CO,40869,WINCARNIS ENGLISH APERITIF - 750ML,0.08,0.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.07765363876405285,4.8,1.0,0.5,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
JIM BEAM BRANDS CO,28983,WINDSOR CANADIAN - 1.75L,50.67,55.0,0.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,50.297932175248825,4.5,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
JIM BEAM BRANDS CO,28983,WINDSOR CANADIAN - 1.75L,36.35,38.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,38.09765190929685,3.6,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
Default,140,WINE AERATOR-IN BOTTLE,0.4,0.0,0.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.40802772712026925,4.5,0.0,0.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False
Default,140,WINE AERATOR-IN BOTTLE,0.73,0.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.7496556507416303,4.9,0.0,0.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False
Default,140,WINE AERATOR-IN BOTTLE,0.48,0.0,0.0,2020-09-01,104.67309393453672,5.066327815175181,3.2078787595436165,0.48309094005723274,4.4,0.0,0.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
Default,110,WINE BOTTLE TOTE 6 BTL HEAVY DUTY,0.2,0.0,0.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.19589154565908065,4.8,0.0,0.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
REPUBLIC NATIONAL DISTRIBUTING CO,312852,WINE BY JOE P/NOIR            29256 - 750ML,0.0,0.0,2.0,2020-09-01,104.67309393453672,5.066327815175181,3.2078787595436165,0.0,5.0,1.0,1.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Default,105,WINE GIFT TOTE SINGLE BOTTLE,1.3,0.0,0.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,1.344528657010309,3.6,0.0,0.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False
Default,105,WINE GIFT TOTE SINGLE BOTTLE,6.1,20.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,5.881785773544312,4.6,0.0,0.0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
Default,114,WINE PAPER GIFT TOTE SINGLE BOTTLE,25.4,32.0,0.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,25.369374804638102,4.7,0.0,0.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True
Default,114,WINE PAPER GIFT TOTE SINGLE BOTTLE,31.68,25.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,31.72448997600116,4.1,0.0,0.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
Default,114,WINE PAPER GIFT TOTE SINGLE BOTTLE,28.84,10.0,0.0,2020-09-01,104.67309393453672,5.066327815175181,3.2078787595436165,27.426270655498172,3.7,0.0,0.0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False
Default,199,WINE STOPPER-POURER - 2-PACK,5.77,0.0,0.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,5.766053910259408,4.3,0.0,0.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False
Default,199,WINE STOPPER-POURER - 2-PACK,4.06,0.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,4.0013736564722056,4.5,0.0,0.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False
Default,199,WINE STOPPER-POURER - 2-PACK,2.8,2.0,0.0,2020-09-01,104.67309393453672,5.066327815175181,3.2078787595436165,2.66501069178191,3.7,0.0,0.0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True
Default,109,WINE TOTE WOOD HANDLE 2 POCKET 4 BTL,0.7,0.0,0.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.6989408416835856,4.7,0.0,0.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False
Default,109,WINE TOTE WOOD HANDLE 2 POCKET 4 BTL,3.8,10.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,3.733987878059455,3.8,0.0,0.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False
"THE COUNTRY VINTNER, LLC DBA WINEBOW",347865,WITHER HILLS PINOT NOIR ROSE KEG 19.5L,0.0,0.0,1.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.0,3.6,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
"THE COUNTRY VINTNER, LLC DBA WINEBOW",349736,WITHER HILLS ROSE OF PINOT NOIR - 750ML,0.0,0.0,1.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.0,4.8,2.0,1.5,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True
"THE COUNTRY VINTNER, LLC DBA WINEBOW",349736,WITHER HILLS ROSE OF PINOT NOIR - 750ML,0.0,0.0,2.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,3.6,1.0,1.6666666666666667,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
"THE COUNTRY VINTNER, LLC DBA WINEBOW",41449,WITHER HILLS S/BLC            310056 - 750ML,1.0,1.0,14.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.9728918874413424,3.7,21.0,17.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
"THE COUNTRY VINTNER, LLC DBA WINEBOW",347155,WITHER HILLS S/BLC - 19.5L,0.0,0.0,2.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.0,4.8,1.0,1.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
E & J GALLO WINERY,80538,WM HILL CC P/NOIR,0.98,1.0,3.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,1.0278459808860874,3.7,8.0,5.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
E & J GALLO WINERY,302971,WM HILL CENTRAL COAST CHARD - 750ML,3.28,2.0,12.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,3.435184397634974,3.9,11.0,11.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
E & J GALLO WINERY,302971,WM HILL CENTRAL COAST CHARD - 750ML,4.23,3.0,10.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,4.151411740572898,4.9,12.0,11.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
E & J GALLO WINERY,86536,WM HILL CENTRAL COAST MERLOT - 750ML,1.63,2.0,1.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,1.5819527632394506,4.3,2.0,1.5,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True
E & J GALLO WINERY,82287,WM HILL NAPA VALLEY CHARD - 750ML,6.67,4.0,2.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,6.848332466082575,4.0,2.0,2.0,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False
E & J GALLO WINERY,86558,WM HILL NORTH COAST CAB - 750ML,6.75,8.0,6.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,6.462417266649003,4.2,11.0,8.5,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False
E & J GALLO WINERY,86547,WM HILL NORTH COAST CHARD - 750ML,11.82,12.0,9.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,11.261766144446513,4.2,7.0,8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
